category,0,1,bad_rate,column
69,12,3,0.2,X5
34,931,231,0.19879518072289157,X5
30,1121,274,0.196415770609319,X5
29,1292,313,0.19501557632398753,X5
32,933,225,0.19430051813471502,X5
31,988,229,0.18816762530813474,X5
45,501,116,0.1880064829821718,X5
33,931,215,0.18760907504363003,X5
62,37,7,0.1590909090909091,X5
71,3,0,0.0,X5
74,1,0,0.0,X5
79,1,0,0.0,X5
7,2,7,0.7777777777777778,X6
3,78,244,0.7577639751552795,X6
2,823,1844,0.6914135733033371,X6
4,24,52,0.6842105263157895,X6
8,8,11,0.5789473684210527,X6
6,5,6,0.5454545454545454,X6
5,13,13,0.5,X6
1,2436,1252,0.33947939262472887,X6
-1,4732,954,0.16778051354203308,X6
-2,2394,365,0.13229430953243929,X6
0,12849,1888,0.12811291307593134,X6
6,3,9,0.75,X7
3,125,201,0.6165644171779141,X7
5,10,15,0.6,X7
7,8,12,0.6,X7
2,1743,2184,0.5561497326203209,X7
4,49,50,0.5050505050505051,X7
-2,3091,691,0.18270756213643574,X7
1,23,5,0.17857142857142858,X7
-1,5084,966,0.1596694214876033,X7
0,13227,2503,0.15912269548633184,X7
8,1,0,0.0,X7
7,5,22,0.8148148148148148,X8
8,1,2,0.6666666666666666,X8
6,9,14,0.6086956521739131,X8
4,32,44,0.5789473684210527,X8
3,102,138,0.575,X8
5,9,12,0.5714285714285714,X8
2,1850,1969,0.515579994763027,X8
1,3,1,0.25,X8
-2,3328,757,0.18531211750305998,X8
0,13013,2751,0.17451154529307283,X8
-1,5012,926,0.1559447625463119,X8
7,10,48,0.8275862068965517,X9
4,23,46,0.6666666666666666,X9
3,70,110,0.6111111111111112,X9
2,1506,1653,0.5232668566001899,X9
5,17,18,0.5142857142857142,X9
8,1,1,0.5,X9
1,1,1,0.5,X9
6,3,2,0.4,X9
-2,3511,837,0.1925022999080037,X9
0,13439,3016,0.1832877544819204,X9
-1,4783,904,0.1589590293652189,X9
8,0,1,1.0,X10
7,10,48,0.8275862068965517,X10
6,1,3,0.75,X10
3,65,113,0.6348314606741573,X10
4,33,51,0.6071428571428571,X10
5,7,10,0.5882352941176471,X10
2,1203,1423,0.5418888042650419,X10
-2,3651,895,0.1968763748350198,X10
0,13752,3195,0.18852894317578334,X10
-1,4642,897,0.1619425889149666,X10
8,0,2,1.0,X11
7,8,38,0.8260869565217391,X11
6,5,14,0.7368421052631579,X11
3,66,118,0.6413043478260869,X11
4,18,31,0.6326530612244898,X11
5,6,7,0.5384615384615384,X11
2,1365,1401,0.5065075921908894,X11
-2,3914,981,0.2004085801838611,X11
0,13217,3069,0.18844406238487044,X11
-1,4765,975,0.16986062717770034,X11
-109,0,2,1.0,X12
99986,0,1,1.0,X12
9980,0,1,1.0,X12
99793,0,1,1.0,X12
9979,0,1,1.0,X12
-1123,0,1,1.0,X12
99679,0,1,1.0,X12
9984,0,1,1.0,X12
9985,0,1,1.0,X12
16609,0,1,1.0,X12
16484,0,1,1.0,X12
16490,0,1,1.0,X12
16493,0,1,1.0,X12
16501,0,1,1.0,X12
165040,0,1,1.0,X12
16619,0,1,1.0,X12
16626,0,2,1.0,X12
166573,0,1,1.0,X12
166611,0,1,1.0,X12
16688,0,1,1.0,X12
16690,0,1,1.0,X12
16456,0,1,1.0,X12
16457,0,1,1.0,X12
9860,0,1,1.0,X12
98677,0,1,1.0,X12
-149,0,1,1.0,X12
-1587,0,1,1.0,X12
98803,0,1,1.0,X12
98814,0,1,1.0,X12
98845,0,1,1.0,X12
98899,0,1,1.0,X12
9917,0,2,1.0,X12
99184,0,1,1.0,X12
-130,0,1,1.0,X12
98094,0,1,1.0,X12
98161,0,1,1.0,X12
9821,0,1,1.0,X12
-1645,0,1,1.0,X12
-1730,0,1,1.0,X12
9826,0,1,1.0,X12
9829,0,1,1.0,X12
9841,0,1,1.0,X12
98428,0,1,1.0,X12
98482,0,1,1.0,X12
98531,0,1,1.0,X12
98541,0,1,1.0,X12
98569,0,1,1.0,X12
97463,0,1,1.0,X12
97500,0,1,1.0,X12
-179,0,1,1.0,X12
97528,0,1,1.0,X12
97531,0,1,1.0,X12
9754,0,1,1.0,X12
97549,0,1,1.0,X12
97570,0,1,1.0,X12
9759,0,1,1.0,X12
97614,0,1,1.0,X12
97719,0,1,1.0,X12
97905,0,1,1.0,X12
97973,0,1,1.0,X12
97156,0,1,1.0,X12
9716,0,1,1.0,X12
97190,0,1,1.0,X12
-203,0,1,1.0,X12
-2113,0,1,1.0,X12
9720,0,1,1.0,X12
97229,0,1,1.0,X12
97259,0,1,1.0,X12
97271,0,1,1.0,X12
97284,0,1,1.0,X12
97288,0,1,1.0,X12
9735,0,1,1.0,X12
97361,0,1,1.0,X12
9737,0,1,1.0,X12
9738,0,1,1.0,X12
96093,0,1,1.0,X12
96191,0,1,1.0,X12
96193,0,1,1.0,X12
96249,0,1,1.0,X12
96343,0,1,1.0,X12
9636,0,1,1.0,X12
966,0,1,1.0,X12
96604,0,1,1.0,X12
9662,0,1,1.0,X12
96638,0,1,1.0,X12
9665,0,1,1.0,X12
96889,0,1,1.0,X12
96898,0,1,1.0,X12
97031,0,1,1.0,X12
164576,0,1,1.0,X12
16459,0,1,1.0,X12
164691,0,1,1.0,X12
16478,0,1,1.0,X12
16480,0,1,1.0,X12
1670,0,1,1.0,X12
167094,0,1,1.0,X12
16728,0,1,1.0,X12
16732,0,1,1.0,X12
16734,0,1,1.0,X12
167390,0,1,1.0,X12
167428,0,1,1.0,X12
16747,0,1,1.0,X12
16771,0,1,1.0,X12
9552,0,1,1.0,X12
95564,0,1,1.0,X12
-265,0,1,1.0,X12
-2650,0,1,1.0,X12
9559,0,1,1.0,X12
95686,0,1,1.0,X12
95690,0,1,1.0,X12
9587,0,1,1.0,X12
9592,0,1,1.0,X12
95943,0,1,1.0,X12
95956,0,1,1.0,X12
96008,0,1,1.0,X12
9473,0,1,1.0,X12
94732,0,1,1.0,X12
94791,0,1,1.0,X12
94903,0,1,1.0,X12
-281,0,1,1.0,X12
-301,0,1,1.0,X12
9498,0,1,1.0,X12
95008,0,1,1.0,X12
95014,0,1,1.0,X12
95087,0,1,1.0,X12
95090,0,1,1.0,X12
9518,0,1,1.0,X12
95205,0,1,1.0,X12
94025,0,1,1.0,X12
-307,0,1,1.0,X12
-312,0,1,1.0,X12
-348,0,1,1.0,X12
941,0,2,1.0,X12
94114,0,1,1.0,X12
9422,0,1,1.0,X12
94228,0,1,1.0,X12
94257,0,1,1.0,X12
94314,0,1,1.0,X12
94471,0,1,1.0,X12
94529,0,1,1.0,X12
9453,0,1,1.0,X12
94699,0,1,1.0,X12
93155,0,1,1.0,X12
9317,0,1,1.0,X12
-3928,0,1,1.0,X12
93330,0,1,1.0,X12
934,0,1,1.0,X12
9340,0,1,1.0,X12
93420,0,1,1.0,X12
935,0,1,1.0,X12
9352,0,1,1.0,X12
93658,0,1,1.0,X12
9367,0,1,1.0,X12
9370,0,1,1.0,X12
93738,0,1,1.0,X12
93757,0,1,1.0,X12
93975,0,1,1.0,X12
92454,0,1,1.0,X12
92481,0,1,1.0,X12
-45,0,1,1.0,X12
92610,0,1,1.0,X12
9262,0,1,1.0,X12
9280,0,1,1.0,X12
92966,0,1,1.0,X12
9305,0,1,1.0,X12
93050,0,1,1.0,X12
93070,0,1,1.0,X12
167795,0,1,1.0,X12
167915,0,1,1.0,X12
167970,0,1,1.0,X12
16429,0,1,1.0,X12
16435,0,1,1.0,X12
164408,0,1,1.0,X12
16809,0,1,1.0,X12
168179,0,1,1.0,X12
16818,0,1,1.0,X12
16828,0,1,1.0,X12
16831,0,1,1.0,X12
16855,0,1,1.0,X12
168581,0,1,1.0,X12
16869,0,1,1.0,X12
1687,0,1,1.0,X12
91368,0,1,1.0,X12
91450,0,1,1.0,X12
-475,0,1,1.0,X12
-49,0,1,1.0,X12
-52,0,1,1.0,X12
91534,0,1,1.0,X12
9156,0,1,1.0,X12
91562,0,1,1.0,X12
91773,0,1,1.0,X12
9193,0,1,1.0,X12
91982,0,1,1.0,X12
92033,0,1,1.0,X12
92154,0,1,1.0,X12
9220,0,1,1.0,X12
92290,0,1,1.0,X12
9061,0,1,1.0,X12
90632,0,1,1.0,X12
90822,0,1,1.0,X12
-531,0,1,1.0,X12
-579,0,1,1.0,X12
90894,0,1,1.0,X12
9092,0,1,1.0,X12
90939,0,1,1.0,X12
9095,0,1,1.0,X12
91,0,1,1.0,X12
91140,0,1,1.0,X12
9126,0,1,1.0,X12
91344,0,1,1.0,X12
903,0,1,1.0,X12
-6029,0,1,1.0,X12
-639,0,1,1.0,X12
-65,0,1,1.0,X12
-658,0,1,1.0,X12
-6676,0,1,1.0,X12
-69,0,1,1.0,X12
90322,0,1,1.0,X12
9035,0,1,1.0,X12
90371,0,1,1.0,X12
9042,0,1,1.0,X12
90462,0,1,1.0,X12
90467,0,1,1.0,X12
90476,0,1,1.0,X12
90508,0,1,1.0,X12
90599,0,1,1.0,X12
-77,0,1,1.0,X12
8999,0,1,1.0,X12
90089,0,1,1.0,X12
90128,0,2,1.0,X12
9013,0,1,1.0,X12
90141,0,1,1.0,X12
9018,0,1,1.0,X12
90221,0,1,1.0,X12
90226,0,1,1.0,X12
90231,0,1,1.0,X12
9028,0,1,1.0,X12
90289,0,1,1.0,X12
8951,0,2,1.0,X12
89526,0,1,1.0,X12
89567,0,1,1.0,X12
89592,0,1,1.0,X12
-792,0,1,1.0,X12
89604,0,1,1.0,X12
8972,0,1,1.0,X12
89875,0,1,1.0,X12
89898,0,1,1.0,X12
89901,0,1,1.0,X12
-709,0,1,1.0,X12
-739,0,1,1.0,X12
-74,0,1,1.0,X12
8893,0,1,1.0,X12
88937,0,1,1.0,X12
89003,0,1,1.0,X12
89006,0,1,1.0,X12
-94,0,1,1.0,X12
-946,0,1,1.0,X12
-984,0,1,1.0,X12
89082,0,1,1.0,X12
89088,0,1,1.0,X12
89094,0,1,1.0,X12
8917,0,2,1.0,X12
89336,0,1,1.0,X12
89346,0,1,1.0,X12
8944,0,1,1.0,X12
1690,0,1,1.0,X12
164082,0,1,1.0,X12
16413,0,1,1.0,X12
16414,0,1,1.0,X12
164210,0,1,1.0,X12
16942,0,1,1.0,X12
16944,0,2,1.0,X12
16965,0,1,1.0,X12
169734,0,1,1.0,X12
169749,0,1,1.0,X12
16981,0,1,1.0,X12
16983,0,1,1.0,X12
1,0,1,1.0,X12
100016,0,1,1.0,X12
88590,0,1,1.0,X12
88627,0,1,1.0,X12
88655,0,1,1.0,X12
88702,0,1,1.0,X12
88728,0,1,1.0,X12
88766,0,1,1.0,X12
88808,0,1,1.0,X12
88818,0,1,1.0,X12
88822,0,1,1.0,X12
88846,0,1,1.0,X12
88176,0,1,1.0,X12
8819,0,1,1.0,X12
100094,0,1,1.0,X12
10011,0,1,1.0,X12
10022,0,1,1.0,X12
100247,0,1,1.0,X12
8823,0,1,1.0,X12
88231,0,1,1.0,X12
8830,0,1,1.0,X12
8832,0,1,1.0,X12
8834,0,1,1.0,X12
88346,0,1,1.0,X12
88363,0,1,1.0,X12
88420,0,1,1.0,X12
87851,0,1,1.0,X12
87916,0,1,1.0,X12
100304,0,1,1.0,X12
10033,0,1,1.0,X12
10034,0,1,1.0,X12
8801,0,1,1.0,X12
88027,0,1,1.0,X12
8803,0,2,1.0,X12
88069,0,1,1.0,X12
88072,0,1,1.0,X12
88081,0,1,1.0,X12
88093,0,1,1.0,X12
88103,0,1,1.0,X12
88168,0,1,1.0,X12
8817,0,1,1.0,X12
87478,0,1,1.0,X12
87514,0,1,1.0,X12
87525,0,1,1.0,X12
100443,0,1,1.0,X12
100544,0,1,1.0,X12
87590,0,1,1.0,X12
87603,0,1,1.0,X12
87606,0,1,1.0,X12
87673,0,1,1.0,X12
8768,0,1,1.0,X12
8770,0,1,1.0,X12
87705,0,1,1.0,X12
87764,0,1,1.0,X12
87791,0,1,1.0,X12
878,0,1,1.0,X12
86960,0,1,1.0,X12
86974,0,1,1.0,X12
87057,0,1,1.0,X12
87104,0,1,1.0,X12
100727,0,1,1.0,X12
87199,0,1,1.0,X12
8720,0,1,1.0,X12
8728,0,1,1.0,X12
87310,0,1,1.0,X12
8735,0,1,1.0,X12
87376,0,1,1.0,X12
87401,0,1,1.0,X12
87418,0,1,1.0,X12
8746,0,1,1.0,X12
8640,0,1,1.0,X12
86454,0,1,1.0,X12
8651,0,1,1.0,X12
8660,0,1,1.0,X12
10085,0,1,1.0,X12
86643,0,1,1.0,X12
86654,0,1,1.0,X12
86699,0,1,1.0,X12
86713,0,1,1.0,X12
8674,0,1,1.0,X12
86761,0,1,1.0,X12
86774,0,1,1.0,X12
8678,0,1,1.0,X12
86919,0,1,1.0,X12
86957,0,1,1.0,X12
100963,0,1,1.0,X12
101,0,1,1.0,X12
101006,0,1,1.0,X12
8598,0,1,1.0,X12
85988,0,1,1.0,X12
8599,0,1,1.0,X12
86,0,1,1.0,X12
86114,0,1,1.0,X12
86228,0,1,1.0,X12
8628,0,1,1.0,X12
8631,0,1,1.0,X12
86333,0,1,1.0,X12
86342,0,1,1.0,X12
86345,0,1,1.0,X12
86371,0,1,1.0,X12
17005,0,1,1.0,X12
17007,0,1,1.0,X12
17011,0,1,1.0,X12
16381,0,1,1.0,X12
17013,0,1,1.0,X12
170133,0,1,1.0,X12
17023,0,1,1.0,X12
170276,0,1,1.0,X12
17028,0,1,1.0,X12
170352,0,1,1.0,X12
170359,0,1,1.0,X12
170422,0,1,1.0,X12
170440,0,1,1.0,X12
170487,0,1,1.0,X12
163553,0,1,1.0,X12
8545,0,1,1.0,X12
8546,0,1,1.0,X12
85492,0,1,1.0,X12
101138,0,1,1.0,X12
8554,0,1,1.0,X12
8557,0,1,1.0,X12
8561,0,1,1.0,X12
8562,0,1,1.0,X12
85639,0,1,1.0,X12
85753,0,1,1.0,X12
85806,0,1,1.0,X12
85814,0,1,1.0,X12
85863,0,1,1.0,X12
859,0,1,1.0,X12
100908,0,1,1.0,X12
101259,0,1,1.0,X12
1013,0,2,1.0,X12
101326,0,1,1.0,X12
101329,0,1,1.0,X12
101347,0,1,1.0,X12
85016,0,1,1.0,X12
8506,0,1,1.0,X12
85118,0,1,1.0,X12
85119,0,1,1.0,X12
85123,0,1,1.0,X12
85129,0,1,1.0,X12
8516,0,1,1.0,X12
85220,0,1,1.0,X12
8539,0,1,1.0,X12
10142,0,1,1.0,X12
101429,0,1,1.0,X12
10145,0,1,1.0,X12
101483,0,1,1.0,X12
101494,0,1,1.0,X12
8469,0,1,1.0,X12
84718,0,1,1.0,X12
84720,0,1,1.0,X12
8488,0,1,1.0,X12
84886,0,1,1.0,X12
84947,0,1,1.0,X12
8354,0,1,1.0,X12
8357,0,1,1.0,X12
10154,0,1,1.0,X12
101551,0,1,1.0,X12
8366,0,1,1.0,X12
83760,0,1,1.0,X12
83762,0,1,1.0,X12
83900,0,1,1.0,X12
84052,0,1,1.0,X12
84054,0,1,1.0,X12
84098,0,1,1.0,X12
8415,0,1,1.0,X12
84196,0,1,1.0,X12
84371,0,1,1.0,X12
82964,0,1,1.0,X12
83020,0,1,1.0,X12
8304,0,1,1.0,X12
83040,0,1,1.0,X12
83059,0,1,1.0,X12
101761,0,1,1.0,X12
101762,0,1,1.0,X12
8328,0,2,1.0,X12
83367,0,1,1.0,X12
8337,0,1,1.0,X12
83399,0,1,1.0,X12
8341,0,1,1.0,X12
8348,0,1,1.0,X12
83538,0,1,1.0,X12
82523,0,1,1.0,X12
82535,0,1,1.0,X12
8257,0,2,1.0,X12
82583,0,1,1.0,X12
8260,0,1,1.0,X12
8261,0,1,1.0,X12
82623,0,1,1.0,X12
82628,0,1,1.0,X12
82640,0,1,1.0,X12
82671,0,1,1.0,X12
8275,0,1,1.0,X12
8280,0,1,1.0,X12
8281,0,1,1.0,X12
8287,0,1,1.0,X12
8295,0,1,1.0,X12
82177,0,1,1.0,X12
101972,0,1,1.0,X12
102007,0,1,1.0,X12
102064,0,1,1.0,X12
8222,0,1,1.0,X12
82265,0,1,1.0,X12
82348,0,1,1.0,X12
101767,0,1,1.0,X12
101771,0,1,1.0,X12
10178,0,1,1.0,X12
1018,0,1,1.0,X12
10181,0,1,1.0,X12
101827,0,1,1.0,X12
16357,0,2,1.0,X12
163675,0,1,1.0,X12
16370,0,1,1.0,X12
16373,0,1,1.0,X12
163736,0,1,1.0,X12
17053,0,1,1.0,X12
170646,0,1,1.0,X12
17068,0,1,1.0,X12
17081,0,1,1.0,X12
170812,0,1,1.0,X12
16335,0,1,1.0,X12
16336,0,1,1.0,X12
16339,0,1,1.0,X12
16343,0,1,1.0,X12
10211,0,1,1.0,X12
10216,0,1,1.0,X12
102250,0,1,1.0,X12
102272,0,1,1.0,X12
81882,0,1,1.0,X12
81907,0,1,1.0,X12
81908,0,1,1.0,X12
81970,0,1,1.0,X12
81979,0,1,1.0,X12
81998,0,1,1.0,X12
8201,0,2,1.0,X12
82172,0,1,1.0,X12
81601,0,1,1.0,X12
81603,0,1,1.0,X12
81606,0,1,1.0,X12
81625,0,1,1.0,X12
81647,0,1,1.0,X12
102318,0,1,1.0,X12
10232,0,1,1.0,X12
8168,0,1,1.0,X12
81701,0,1,1.0,X12
81712,0,1,1.0,X12
81752,0,1,1.0,X12
81764,0,1,1.0,X12
81839,0,1,1.0,X12
8184,0,1,1.0,X12
8185,0,1,1.0,X12
81071,0,1,1.0,X12
10248,0,2,1.0,X12
102629,0,1,1.0,X12
81218,0,1,1.0,X12
81228,0,1,1.0,X12
81268,0,1,1.0,X12
81283,0,1,1.0,X12
8133,0,1,1.0,X12
81337,0,1,1.0,X12
81428,0,1,1.0,X12
8145,0,1,1.0,X12
81507,0,1,1.0,X12
81562,0,1,1.0,X12
8160,0,1,1.0,X12
80508,0,1,1.0,X12
8055,0,2,1.0,X12
8056,0,1,1.0,X12
8069,0,1,1.0,X12
80762,0,1,1.0,X12
8077,0,1,1.0,X12
80867,0,1,1.0,X12
80893,0,1,1.0,X12
8090,0,2,1.0,X12
80934,0,1,1.0,X12
80987,0,1,1.0,X12
81003,0,1,1.0,X12
8102,0,1,1.0,X12
81044,0,1,1.0,X12
8012,0,1,1.0,X12
80140,0,1,1.0,X12
80166,0,1,1.0,X12
10294,0,1,1.0,X12
10301,0,1,1.0,X12
8031,0,1,1.0,X12
80358,0,1,1.0,X12
8038,0,1,1.0,X12
80449,0,1,1.0,X12
80457,0,1,1.0,X12
80461,0,1,1.0,X12
80463,0,1,1.0,X12
80468,0,1,1.0,X12
79629,0,1,1.0,X12
79650,0,1,1.0,X12
10304,0,1,1.0,X12
10316,0,1,1.0,X12
79695,0,1,1.0,X12
79696,0,1,1.0,X12
7970,0,1,1.0,X12
79900,0,1,1.0,X12
79950,0,1,1.0,X12
79958,0,1,1.0,X12
80019,0,1,1.0,X12
80055,0,1,1.0,X12
80106,0,1,1.0,X12
16348,0,1,1.0,X12
16352,0,1,1.0,X12
17091,0,1,1.0,X12
170964,0,1,1.0,X12
17100,0,1,1.0,X12
17102,0,1,1.0,X12
17103,0,1,1.0,X12
17106,0,1,1.0,X12
171111,0,1,1.0,X12
1712,0,1,1.0,X12
171462,0,1,1.0,X12
171468,0,1,1.0,X12
17150,0,1,1.0,X12
17168,0,1,1.0,X12
10323,0,1,1.0,X12
103307,0,1,1.0,X12
7936,0,1,1.0,X12
79397,0,1,1.0,X12
79400,0,1,1.0,X12
79425,0,1,1.0,X12
79426,0,1,1.0,X12
79434,0,1,1.0,X12
7945,0,1,1.0,X12
79453,0,1,1.0,X12
79545,0,1,1.0,X12
79558,0,1,1.0,X12
79580,0,1,1.0,X12
7960,0,1,1.0,X12
103356,0,1,1.0,X12
10343,0,2,1.0,X12
103541,0,1,1.0,X12
78959,0,1,1.0,X12
78976,0,1,1.0,X12
7900,0,1,1.0,X12
79026,0,1,1.0,X12
7919,0,1,1.0,X12
7921,0,1,1.0,X12
79216,0,1,1.0,X12
79244,0,1,1.0,X12
79262,0,1,1.0,X12
103195,0,1,1.0,X12
103202,0,1,1.0,X12
78480,0,2,1.0,X12
7851,0,1,1.0,X12
7852,0,1,1.0,X12
78610,0,1,1.0,X12
103566,0,1,1.0,X12
10371,0,1,1.0,X12
78658,0,1,1.0,X12
7866,0,1,1.0,X12
78663,0,1,1.0,X12
78700,0,1,1.0,X12
7881,0,1,1.0,X12
78874,0,1,1.0,X12
78950,0,1,1.0,X12
782,0,1,1.0,X12
78239,0,1,1.0,X12
103728,0,1,1.0,X12
103876,0,1,1.0,X12
78246,0,1,1.0,X12
78265,0,1,1.0,X12
78294,0,1,1.0,X12
78317,0,1,1.0,X12
7834,0,1,1.0,X12
78353,0,1,1.0,X12
78415,0,1,1.0,X12
17179,0,1,1.0,X12
171929,0,1,1.0,X12
17213,0,1,1.0,X12
16330,0,1,1.0,X12
16332,0,1,1.0,X12
17219,0,1,1.0,X12
172271,0,1,1.0,X12
172325,0,1,1.0,X12
17233,0,1,1.0,X12
172360,0,1,1.0,X12
1724,0,1,1.0,X12
17243,0,1,1.0,X12
172488,0,1,1.0,X12
17257,0,1,1.0,X12
172842,0,1,1.0,X12
77714,0,1,1.0,X12
77758,0,1,1.0,X12
10407,0,1,1.0,X12
77760,0,1,1.0,X12
7778,0,1,1.0,X12
7780,0,1,1.0,X12
77831,0,1,1.0,X12
77856,0,1,1.0,X12
77870,0,1,1.0,X12
7791,0,1,1.0,X12
77947,0,1,1.0,X12
7798,0,1,1.0,X12
78010,0,1,1.0,X12
78063,0,1,1.0,X12
104133,0,1,1.0,X12
104144,0,1,1.0,X12
104151,0,1,1.0,X12
10422,0,1,1.0,X12
7720,0,1,1.0,X12
7722,0,1,1.0,X12
77278,0,1,1.0,X12
77346,0,1,1.0,X12
77394,0,1,1.0,X12
77416,0,1,1.0,X12
77468,0,1,1.0,X12
77480,0,1,1.0,X12
77490,0,1,1.0,X12
775,0,1,1.0,X12
7752,0,1,1.0,X12
77651,0,1,1.0,X12
7668,0,2,1.0,X12
767,0,2,1.0,X12
76725,0,1,1.0,X12
7680,0,1,1.0,X12
76896,0,1,1.0,X12
76922,0,1,1.0,X12
76962,0,1,1.0,X12
77,0,1,1.0,X12
7700,0,1,1.0,X12
7702,0,1,1.0,X12
77020,0,1,1.0,X12
77024,0,1,1.0,X12
77039,0,1,1.0,X12
77054,0,1,1.0,X12
77185,0,1,1.0,X12
7613,0,1,1.0,X12
76142,0,1,1.0,X12
76187,0,1,1.0,X12
7621,0,1,1.0,X12
10448,0,2,1.0,X12
104489,0,1,1.0,X12
76308,0,1,1.0,X12
76362,0,1,1.0,X12
76415,0,1,1.0,X12
76516,0,1,1.0,X12
7653,0,1,1.0,X12
7660,0,1,1.0,X12
76620,0,1,1.0,X12
758,0,1,1.0,X12
7587,0,1,1.0,X12
10456,0,2,1.0,X12
104651,0,1,1.0,X12
1047,0,1,1.0,X12
7591,0,1,1.0,X12
75932,0,1,1.0,X12
75982,0,1,1.0,X12
