Unnamed: 0,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk,saving_low,saving_med,saving_high,credit_low,credit_med,credit_high,rule_high_risk_1,rule_high_risk_2,rule_low_risk_1,rule_low_risk_2,rule_low_risk_3
18,44,female,3,free,little,moderate,12579,24,car,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19,31,male,2,own,quite rich,,3430,24,radio/TV,0,0.0,0.0,1.0,0.0,0.5739906014869125,0.6719104518699679,0.0,0.0,0.0,0.0,0.5739906014869125
20,48,male,2,own,little,,2134,9,car,0,0.0,1.0,0.0,0.19444444424062426,0.9288385921439192,0.0,0.0,0.0,0.0,0.19444444424062426,0.0
21,44,male,2,rent,quite rich,little,2647,6,radio/TV,0,0.0,0.0,1.0,0.0,0.8743646303349517,0.1981545907135655,0.0,0.0,0.0,0.0,0.8743646303349517
22,48,male,1,rent,little,little,2241,10,car,0,0.0,1.0,0.0,0.08228511521773049,0.9698858732253243,0.0,0.0,0.0,0.0,0.08228511521773049,0.0
23,44,male,2,own,moderate,moderate,1804,12,car,0,0.0,0.0,1.0,0.5403563935635677,0.8022441738554735,0.0,0.0,0.0,0.5403563935635677,0.0,0.8022441738554735
24,26,male,2,own,,,2069,10,furniture/equipment,0,1.0,0.0,0.0,0.26257861607696165,0.903903327935589,0.0,0.0,0.903903327935589,0.0,0.0,0.0
25,36,male,1,own,little,little,1374,6,furniture/equipment,0,0.0,1.0,0.0,0.9910901457116456,0.6372878106311354,0.0,0.0,0.0,0.0,0.9910901457116456,0.0
26,39,male,1,own,little,,426,6,radio/TV,0,0.0,1.0,0.0,1.0,0.2736165726388734,0.0,0.0,0.0,0.0,1.0,0.0
27,42,female,2,rent,rich,rich,409,12,radio/TV,0,0.0,0.0,1.0,1.0,0.26709504199977174,0.0,0.0,0.0,1.0,0.0,0.26709504199977174
28,34,male,2,own,little,moderate,2415,7,radio/TV,0,0.0,1.0,0.0,0.0,0.9633643425862226,0.05778248370426108,0.0,0.0,0.0,0.0,0.0
29,63,male,2,own,little,little,6836,60,business,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,36,male,2,own,rich,moderate,1913,18,business,0,0.0,0.0,1.0,0.42610062848417124,0.8440586938355965,0.0,0.0,0.0,0.42610062848417124,0.0,0.8440586938355965
31,27,male,2,own,little,little,4020,24,furniture/equipment,0,0.0,1.0,0.0,0.0,0.34765512636514617,1.0,0.0,0.0,0.0,0.0,0.0
32,30,male,2,own,moderate,moderate,5866,18,car,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33,57,male,1,rent,,,1264,12,business,0,1.0,0.0,0.0,1.0,0.5950896712016536,0.0,0.0,0.5950896712016536,0.0,0.0,0.0
34,33,female,3,own,little,rich,1474,12,furniture/equipment,0,0.0,1.0,0.0,0.8862683428865111,0.675649755567028,0.0,0.0,0.0,0.0,0.8862683428865111,0.0
35,25,male,1,own,little,moderate,4746,45,radio/TV,1,0.0,1.0,0.0,0.0,0.0691474061305658,1.0,0.0,0.0,0.0,0.0,0.0
36,31,male,2,free,little,,6110,48,education,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,37,male,2,own,little,rich,2100,18,radio/TV,1,0.0,1.0,0.0,0.23008385720116997,0.9157955308657157,0.0,0.0,0.0,0.0,0.23008385720116997,0.0
38,37,male,2,own,little,rich,1225,10,domestic appliances,0,0.0,1.0,0.0,1.0,0.5801285126766553,0.0,0.0,0.0,0.0,1.0,0.0
39,24,male,2,own,little,moderate,458,9,radio/TV,0,0.0,1.0,0.0,1.0,0.28589239501835906,0.0,0.0,0.0,0.0,1.0,0.0
40,30,male,3,own,quite rich,,2333,30,radio/TV,0,0.0,0.0,1.0,0.0,0.9948211374336545,0.008168204502696593,0.0,0.0,0.0,0.0,0.9948211374336545
41,26,male,2,own,quite rich,moderate,1158,12,radio/TV,0,0.0,0.0,1.0,1.0,0.5544260095696074,0.0,0.0,0.0,1.0,0.0,0.5544260095696074
42,44,male,1,own,little,moderate,6204,18,repairs,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43,24,male,2,rent,moderate,little,6187,30,car,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44,58,female,1,free,little,little,6143,48,car,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45,35,female,3,own,little,,1393,11,car,0,0.0,1.0,0.0,0.97117400317487,0.6445765801689549,0.0,0.0,0.0,0.0,0.97117400317487,0.0
46,39,male,2,own,quite rich,,2299,36,radio/TV,0,0.0,0.0,1.0,0.02148846957915255,0.992135801288142,0.0,0.0,0.0,0.02148846957915255,0.0,0.992135801288142
47,23,female,0,rent,quite rich,little,1352,6,car,0,0.0,0.0,1.0,1.0,0.628848182745239,0.0,0.0,0.0,1.0,0.0,0.628848182745239
48,39,male,1,own,little,,7228,11,car,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
49,28,female,2,own,moderate,,2073,12,radio/TV,0,0.0,0.0,1.0,0.25838574396395625,0.9054378057330247,0.0,0.0,0.0,0.25838574396395625,0.0,0.9054378057330247
50,29,male,1,own,,moderate,2333,24,furniture/equipment,0,1.0,0.0,0.0,0.0,0.9948211374336545,0.008168204502696593,0.008168204502696593,0.9948211374336545,0.0,0.0,0.0
51,30,male,3,own,little,moderate,5965,27,car,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
52,25,male,2,own,little,,1262,12,radio/TV,0,0.0,1.0,0.0,1.0,0.5943224323029357,0.0,0.0,0.0,0.0,1.0,0.0
53,31,male,2,own,,,3378,18,car,0,1.0,0.0,0.0,0.0,0.5939388128535767,0.6404477382299514,0.6404477382299514,0.5939388128535767,0.0,0.0,0.0
54,57,male,2,free,little,moderate,2225,36,car,1,0.0,1.0,0.0,0.09905660366975198,0.9637479620355814,0.0,0.0,0.0,0.0,0.09905660366975198,0.0
55,26,male,1,own,,,783,6,car,0,1.0,0.0,0.0,1.0,0.4105687160600101,0.0,0.0,0.4105687160600101,0.0,0.0,0.0
56,52,male,3,own,,moderate,6468,12,radio/TV,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
57,31,female,2,own,little,,9566,36,radio/TV,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
58,23,female,3,own,little,rich,1961,18,car,0,0.0,1.0,0.0,0.37578616312810675,0.862472427404825,0.0,0.0,0.0,0.0,0.37578616312810675,0.0
59,23,female,1,rent,little,little,6229,36,furniture/equipment,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60,27,male,2,own,little,moderate,1391,9,business,0,0.0,1.0,0.0,0.9732704392313727,0.6438093412702371,0.0,0.0,0.0,0.0,0.9732704392313727,0.0
61,50,male,2,own,,moderate,1537,15,radio/TV,0,1.0,0.0,0.0,0.8202306071066765,0.6998177808766404,0.0,0.0,0.6998177808766404,0.0,0.0,0.0
62,61,male,3,free,little,moderate,1953,36,business,1,0.0,1.0,0.0,0.3841719073541175,0.8594034718099536,0.0,0.0,0.0,0.0,0.3841719073541175,0.0
63,25,male,2,own,little,moderate,14421,48,business,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
64,26,female,2,own,little,,3181,24,radio/TV,0,0.0,1.0,0.0,0.0,0.6695118443772852,0.5212524577091197,0.0,0.0,0.0,0.0,0.0
65,48,male,2,own,,,5190,27,repairs,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
66,29,female,2,own,little,,2171,12,radio/TV,0,0.0,1.0,0.0,0.15566037719532455,0.9430325117701994,0.0,0.0,0.0,0.0,0.15566037719532455,0.0
67,22,male,2,own,rich,moderate,1007,12,car,0,0.0,0.0,1.0,1.0,0.4964994727164095,0.0,0.0,0.0,1.0,0.0,0.4964994727164095
68,37,male,2,free,little,,1819,36,education,1,0.0,1.0,0.0,0.5246331231397976,0.8079984655958575,0.0,0.0,0.0,0.0,0.5246331231397976,0.0
69,25,female,2,own,,,2394,36,radio/TV,0,1.0,0.0,0.0,0.0,0.97142035102276,0.045076387811177496,0.045076387811177496,0.97142035102276,0.0,0.0,0.0
70,30,female,2,own,little,,8133,36,car,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
71,46,male,1,rent,,,730,7,radio/TV,0,1.0,0.0,0.0,1.0,0.3902368852439869,0.0,0.0,0.3902368852439869,0.0,0.0,0.0
72,51,male,3,free,little,little,1164,8,vacation/others,0,0.0,1.0,0.0,1.0,0.5567277262657608,0.0,0.0,0.0,0.0,1.0,0.0
73,41,female,1,own,little,moderate,5954,42,business,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
74,40,male,3,own,,little,1977,36,education,1,1.0,0.0,0.0,0.3590146746760852,0.8686103385945678,0.0,0.0,0.8686103385945678,0.0,0.0,0.0
75,66,male,3,free,little,little,1526,12,car,0,0.0,1.0,0.0,0.8317610054174412,0.6955979669336921,0.0,0.0,0.0,0.0,0.8317610054174412,0.0
76,34,male,2,own,little,little,3965,42,radio/TV,1,0.0,1.0,0.0,0.0,0.36875419607988713,0.995613371050907,0.0,0.0,0.0,0.0,0.0
77,51,male,2,own,little,moderate,4771,11,radio/TV,0,0.0,1.0,0.0,0.0,0.05955691989659273,1.0,0.0,0.0,0.0,0.0,0.0
78,39,male,1,own,,,9436,54,car,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
79,22,male,2,own,little,moderate,3832,30,furniture/equipment,0,0.0,1.0,0.0,0.0,0.41977558284462424,0.915141430394711,0.0,0.0,0.0,0.0,0.0
80,44,female,2,own,,,5943,24,radio/TV,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
81,47,male,2,own,quite rich,,1213,15,radio/TV,0,0.0,0.0,1.0,1.0,0.5755250792843483,0.0,0.0,0.0,1.0,0.0,0.5755250792843483
82,24,female,1,rent,moderate,,1568,18,business,0,0.0,0.0,1.0,0.7877358482308848,0.7117099838067671,0.0,0.0,0.0,0.7877358482308848,0.0,0.7117099838067671
83,58,female,1,own,little,little,1755,24,vacation/others,0,0.0,1.0,0.0,0.5917190769478836,0.7834468208368862,0.0,0.0,0.0,0.0,0.5917190769478836,0.0
84,52,male,1,own,little,little,2315,10,radio/TV,0,0.0,1.0,0.0,0.004716981127131047,0.9982737124778849,0.0,0.0,0.0,0.0,0.004716981127131047,0.0
85,29,female,3,own,little,,1412,12,business,0,0.0,1.0,0.0,0.9512578606380945,0.6518653497067746,0.0,0.0,0.0,0.0,0.9512578606380945,0.0
86,27,female,2,own,little,moderate,1295,18,furniture/equipment,0,0.0,1.0,0.0,1.0,0.6069818741317803,0.0,0.0,0.0,0.0,1.0,0.0
87,47,male,2,free,moderate,moderate,12612,36,education,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
88,30,male,3,own,moderate,little,2249,18,car,0,0.0,0.0,1.0,0.07389937099171974,0.9729548288201957,0.0,0.0,0.0,0.07389937099171974,0.0,0.9729548288201957
89,28,male,2,own,little,little,1108,12,repairs,1,0.0,1.0,0.0,1.0,0.535245037101661,0.0,0.0,0.0,0.0,1.0,0.0
90,56,male,2,own,little,,618,12,radio/TV,0,0.0,1.0,0.0,1.0,0.34727150691578723,0.0,0.0,0.0,0.0,1.0,0.0
91,54,male,2,own,little,little,1409,12,car,0,0.0,1.0,0.0,0.9544025147228485,0.6507144913586977,0.0,0.0,0.0,0.0,0.9544025147228485,0.0
92,33,female,1,own,,,797,12,radio/TV,1,1.0,0.0,0.0,1.0,0.41593938835103506,0.0,0.0,0.41593938835103506,0.0,0.0,0.0
93,20,male,2,rent,,rich,3617,24,furniture/equipment,0,1.0,0.0,0.0,0.0,0.5022537644567934,0.7850552105369504,0.7850552105369504,0.5022537644567934,0.0,0.0,0.0
94,54,male,2,own,rich,moderate,1318,12,car,0,0.0,0.0,1.0,1.0,0.6158051214670355,0.0,0.0,0.0,1.0,0.0,0.6158051214670355
95,58,male,2,rent,little,moderate,15945,54,business,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
96,61,female,2,own,,,2012,12,education,0,1.0,0.0,0.0,0.3223270436872882,0.8820370193221302,0.0,0.0,0.8820370193221302,0.0,0.0,0.0
97,34,male,2,own,moderate,moderate,2622,18,business,0,0.0,0.0,1.0,0.0,0.8839551165689249,0.18302828607894217,0.0,0.0,0.0,0.0,0.8839551165689249
98,36,male,2,own,little,moderate,2337,36,radio/TV,0,0.0,1.0,0.0,0.0,0.9932866596362188,0.010588413244236325,0.0,0.0,0.0,0.0,0.0
99,36,male,3,rent,,moderate,7057,20,car,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
100,41,male,1,rent,moderate,,1469,24,car,0,0.0,0.0,1.0,0.8915094330277679,0.6737316583202333,0.0,0.0,0.0,0.8915094330277679,0.0,0.6737316583202333
101,24,male,2,rent,little,moderate,2323,36,radio/TV,0,0.0,1.0,0.0,0.0,0.9986573319272437,0.002117682648847265,0.0,0.0,0.0,0.0,0.0
102,24,female,2,own,little,,932,6,radio/TV,0,0.0,1.0,0.0,1.0,0.46772801401449005,0.0,0.0,0.0,0.0,1.0,0.0
103,35,male,2,rent,little,moderate,1919,9,furniture/equipment,0,0.0,1.0,0.0,0.41981132031466317,0.8463604105317502,0.0,0.0,0.0,0.0,0.41981132031466317,0.0
104,26,male,2,rent,,,2445,12,car,0,1.0,0.0,0.0,0.0,0.9518557591054547,0.07593404926580907,0.07593404926580907,0.9518557591054547,0.0,0.0,0.0
105,39,male,3,own,little,moderate,11938,24,vacation/others,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
106,39,male,3,own,little,,6458,18,car,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
107,32,male,2,own,little,moderate,6078,12,car,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
108,30,female,2,own,,little,7721,24,furniture/equipment,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
109,35,male,2,own,quite rich,moderate,1410,14,business,0,0.0,0.0,1.0,0.9533542966945971,0.6510981108080567,0.0,0.0,0.0,0.9533542966945971,0.0,0.6510981108080567
110,31,male,2,own,moderate,moderate,1449,6,business,0,0.0,0.0,1.0,0.9124737935927948,0.6660592693330548,0.0,0.0,0.0,0.9124737935927948,0.0,0.6660592693330548
111,23,female,2,rent,little,rich,392,15,education,0,0.0,1.0,0.0,1.0,0.26057351136067,0.0,0.0,0.0,0.0,1.0,0.0
112,28,male,1,rent,little,moderate,6260,18,car,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
113,25,female,2,own,little,,7855,36,car,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
114,35,male,2,own,quite rich,little,1680,12,radio/TV,0,0.0,0.0,1.0,0.6703354290667344,0.7546753621349668,0.0,0.0,0.0,0.6703354290667344,0.0,0.7546753621349668
115,47,male,2,own,,,3578,48,radio/TV,0,1.0,0.0,0.0,0.0,0.5172149229817915,0.7614581753069379,0.7614581753069379,0.5172149229817915,0.0,0.0,0.0
116,30,female,3,own,,little,7174,42,radio/TV,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
117,27,female,2,rent,,little,2132,10,furniture/equipment,0,1.0,0.0,0.0,0.19654088029712696,0.9280713532452014,0.0,0.0,0.9280713532452014,0.0,0.0,0.0
118,23,female,2,own,quite rich,little,4281,33,furniture/equipment,1,0.0,0.0,1.0,0.0,0.24753045008246644,1.0,0.0,0.0,0.0,0.0,0.24753045008246644
119,36,male,3,own,quite rich,moderate,2366,12,car,0,0.0,0.0,1.0,0.0,0.9821616956048099,0.028134926620399375,0.0,0.0,0.0,0.0,0.9821616956048099
120,25,female,2,own,little,little,1835,21,radio/TV,1,0.0,1.0,0.0,0.5078616346877761,0.8141363767856002,0.0,0.0,0.0,0.0,0.5078616346877761,0.0
121,41,female,3,rent,little,,3868,24,car,0,0.0,1.0,0.0,0.0,0.40596528266770293,0.9369233090685685,0.0,0.0,0.0,0.0,0.0
122,24,male,1,rent,little,,1768,12,furniture/equipment,0,0.0,1.0,0.0,0.5780922425806161,0.7884338736785522,0.0,0.0,0.0,0.0,0.5780922425806161,0.0
123,63,male,2,free,little,rich,781,10,car,0,0.0,1.0,0.0,1.0,0.4098014771612922,0.0,0.0,0.0,0.0,1.0,0.0
124,27,female,2,rent,,moderate,1924,18,furniture/equipment,1,1.0,0.0,0.0,0.4145702301734065,0.8482785077785447,0.0,0.0,0.8482785077785447,0.0,0.0,0.0
125,30,male,2,own,little,little,2121,12,car,0,0.0,1.0,0.0,0.20807127860789174,0.9238515393022532,0.0,0.0,0.0,0.0,0.20807127860789174,0.0
126,40,male,1,own,little,little,701,12,radio/TV,0,0.0,1.0,0.0,1.0,0.3791119212125781,0.0,0.0,0.0,0.0,1.0,0.0
127,30,male,2,own,little,moderate,639,12,repairs,1,0.0,1.0,0.0,1.0,0.35532751535232465,0.0,0.0,0.0,0.0,1.0,0.0
128,34,male,3,own,little,moderate,1860,12,car,0,0.0,1.0,0.0,0.48165618398149246,0.8237268630195734,0.0,0.0,0.0,0.0,0.48165618398149246,0.0
129,29,female,2,own,little,little,3499,12,car,1,0.0,1.0,0.0,0.0,0.5475208594811467,0.7136590526615283,0.0,0.0,0.0,0.0,0.0
130,24,female,2,own,,moderate,8487,48,car,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
131,29,male,2,own,little,little,6887,36,education,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
132,27,male,1,own,little,,2708,15,furniture/equipment,0,0.0,1.0,0.0,0.0,0.8509638439240572,0.2350627740220464,0.0,0.0,0.0,0.0,0.0
133,47,male,2,free,little,,1984,18,furniture/equipment,0,0.0,1.0,0.0,0.3516771484783258,0.8712956747400803,0.0,0.0,0.0,0.0,0.3516771484783258,0.0
134,21,female,2,own,moderate,,10144,60,radio/TV,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
135,38,female,2,own,,,1240,12,radio/TV,0,1.0,0.0,0.0,1.0,0.5858828044170392,0.0,0.0,0.5858828044170392,0.0,0.0,0.0
136,27,male,2,own,rich,,8613,27,car,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
137,66,male,1,own,quite rich,moderate,766,12,radio/TV,1,0.0,0.0,1.0,1.0,0.40404718542090834,0.0,0.0,0.0,1.0,0.0,0.40404718542090834
138,35,male,2,own,,moderate,2728,15,radio/TV,0,1.0,0.0,0.0,0.0,0.8432914549368786,0.24716381772974508,0.24716381772974508,0.8432914549368786,0.0,0.0,0.0
139,44,female,1,rent,little,rich,1881,12,radio/TV,0,0.0,1.0,0.0,0.45964360538821425,0.8317828714561109,0.0,0.0,0.0,0.0,0.45964360538821425,0.0
140,27,male,0,own,rich,rich,709,6,car,0,0.0,0.0,1.0,1.0,0.3821808768074495,0.0,0.0,0.0,1.0,0.0,0.3821808768074495
141,30,female,3,own,little,moderate,4795,36,radio/TV,0,0.0,1.0,0.0,0.0,0.05035005311197849,1.0,0.0,0.0,0.0,0.0,0.0
142,27,male,3,own,little,little,3416,27,radio/TV,0,0.0,1.0,0.0,0.0,0.5793612737779376,0.6634397212745788,0.0,0.0,0.0,0.0,0.0
143,22,male,2,own,little,little,2462,18,furniture/equipment,1,0.0,1.0,0.0,0.0,0.9453342284663531,0.08621993641735293,0.0,0.0,0.0,0.0,0.0
144,23,female,2,own,little,,2288,21,furniture/equipment,0,0.0,1.0,0.0,0.03301886788991733,0.9879159873451938,0.0,0.0,0.0,0.0,0.03301886788991733,0.0
145,30,male,2,own,moderate,moderate,3566,48,business,0,0.0,0.0,1.0,0.0,0.5218183563740986,0.7541975490823187,0.0,0.0,0.0,0.0,0.5218183563740986
146,39,female,2,own,little,little,860,6,car,0,0.0,1.0,0.0,1.0,0.4401074136606473,0.0,0.0,0.0,0.0,1.0,0.0
147,51,female,2,own,moderate,,682,12,car,0,0.0,0.0,1.0,1.0,0.37182315167475855,0.0,0.0,0.0,1.0,0.0,0.37182315167475855
148,28,male,2,own,little,little,5371,36,furniture/equipment,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
149,46,male,2,own,rich,,1582,18,radio/TV,0,0.0,0.0,1.0,0.773060795835366,0.717080656097792,0.0,0.0,0.0,0.773060795835366,0.0,0.717080656097792
150,42,male,2,free,moderate,,1346,6,radio/TV,0,0.0,0.0,1.0,1.0,0.6265464660490854,0.0,0.0,0.0,1.0,0.0,0.6265464660490854
151,38,male,2,own,little,,1924,10,radio/TV,0,0.0,1.0,0.0,0.4145702301734065,0.8482785077785447,0.0,0.0,0.0,0.0,0.4145702301734065,0.0
152,24,male,2,own,little,rich,5848,36,radio/TV,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
153,29,female,2,rent,rich,moderate,7758,24,car,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
154,36,male,3,rent,moderate,moderate,6967,24,business,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
155,20,female,2,rent,little,little,1282,12,furniture/equipment,1,0.0,1.0,0.0,1.0,0.6019948212901142,0.0,0.0,0.0,0.0,1.0,0.0
156,48,male,2,own,moderate,little,1288,9,repairs,0,0.0,0.0,1.0,1.0,0.6042965379862677,0.0,0.0,0.0,1.0,0.0,0.6042965379862677
157,45,male,1,own,little,little,339,12,education,0,0.0,1.0,0.0,1.0,0.2402416805446469,0.0,0.0,0.0,0.0,1.0,0.0
158,38,male,2,own,moderate,moderate,3512,24,car,0,0.0,0.0,1.0,0.0,0.5425338066394807,0.7215247310715324,0.0,0.0,0.0,0.0,0.5425338066394807
159,34,male,1,own,,,1898,6,radio/TV,0,1.0,0.0,0.0,0.4418238989079414,0.8383044020952126,0.0,0.0,0.8383044020952126,0.0,0.0,0.0
160,36,male,2,own,moderate,,2872,24,radio/TV,0,0.0,0.0,1.0,0.0,0.7880502542291934,0.3342913324251754,0.0,0.0,0.0,0.0,0.7880502542291934
161,30,female,2,own,little,,1055,18,car,0,0.0,1.0,0.0,1.0,0.514913206285638,0.0,0.0,0.0,0.0,1.0,0.0
162,36,male,2,own,quite rich,,1262,15,domestic appliances,0,0.0,0.0,1.0,1.0,0.5943224323029357,0.0,0.0,0.0,1.0,0.0,0.5943224323029357
163,70,male,3,free,little,moderate,7308,10,car,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
164,36,male,2,own,quite rich,,909,36,car,0,0.0,0.0,1.0,1.0,0.45890476667923474,0.0,0.0,0.0,1.0,0.0,0.45890476667923474
165,32,male,2,own,quite rich,,2978,6,furniture/equipment,0,0.0,0.0,1.0,0.0,0.7473865925971472,0.39842686407597827,0.0,0.0,0.0,0.0,0.7473865925971472
166,33,female,2,own,little,little,1131,18,furniture/equipment,1,0.0,1.0,0.0,1.0,0.5440682844369163,0.0,0.0,0.0,0.0,1.0,0.0
167,20,female,2,own,rich,moderate,1577,11,furniture/equipment,0,0.0,0.0,1.0,0.7783018859766228,0.7151625588509973,0.0,0.0,0.0,0.7783018859766228,0.0,0.7151625588509973
168,25,female,2,rent,little,,3972,24,furniture/equipment,0,0.0,1.0,0.0,0.0,0.36606885993437466,0.9998487363486015,0.0,0.0,0.0,0.0,0.0
169,31,male,2,own,little,moderate,1935,24,business,1,0.0,1.0,0.0,0.4030398318626417,0.852498321721493,0.0,0.0,0.0,0.0,0.4030398318626417,0.0
170,33,male,2,rent,little,little,950,15,car,1,0.0,1.0,0.0,1.0,0.47463316410295076,0.0,0.0,0.0,0.0,1.0,0.0
171,26,female,2,own,little,,763,12,furniture/equipment,0,0.0,1.0,0.0,1.0,0.4028963270728315,0.0,0.0,0.0,0.0,1.0,0.0
