sample_id,fuzzy_risk_score,actual_default,predicted_default
477,0.8576526748971189,1,1
478,0.5,0,0
479,0.13355773845230953,0,0
480,0.13385687391763773,0,0
481,0.13393458393458393,0,1
482,0.1348774994855101,0,0
483,0.13862672306184223,0,0
484,0.13333518891891555,0,0
485,0.18616767045645666,1,1
486,0.5,0,0
487,0.13393458393458393,0,1
488,0.13333333333333333,0,0
489,0.8493583973911021,0,0
490,0.8129511914055242,0,0
491,0.13333333333333333,0,0
492,0.15283571725033857,0,0
493,0.5000000000000002,1,1
494,0.16037410841794478,1,1
495,0.5,0,1
496,0.1355916892502258,0,1
497,0.5,1,0
498,0.8597533322271996,0,0
499,0.14289965986394554,0,0
500,0.13369426745142712,0,0
501,0.13911529209482418,0,0
502,0.843684500827358,1,1
503,0.13333619936879254,0,0
504,0.860202762726604,1,1
505,0.14746152464839132,1,0
506,0.8654069035021419,0,1
507,0.19195252569112756,0,0
508,0.1333430611176522,0,0
509,0.8620546523694221,0,0
510,0.5,0,0
511,0.8663364374876161,0,1
512,0.1333800702048142,0,0
513,0.1770307271272788,0,0
514,0.5,0,0
515,0.8461681756398741,0,0
516,0.847141572038029,1,1
517,0.1404744393728915,0,0
518,0.3099850389021718,1,1
519,0.1997376149946805,0,1
520,0.1422198080234173,0,0
521,0.13333769413599625,0,0
522,0.1625202972670903,0,0
523,0.1333807746475674,0,0
524,0.13335289955747656,0,0
525,0.15495449028611008,0,0
526,0.8579208882003613,0,0
527,0.8620546523694221,0,0
528,0.14454055056368312,0,0
529,0.5,0,0
530,0.5460537539229097,1,1
531,0.8577227064184753,0,0
532,0.1355916892502258,0,1
533,0.8663364374876161,0,1
534,0.16026338763253636,0,0
535,0.13334097657800714,1,0
536,0.35928530543860254,1,1
537,0.8541353383458649,1,0
538,0.8295802710992375,1,1
539,0.5,0,1
540,0.1413848631239936,0,0
541,0.8594266627039159,0,1
542,0.1336829204826376,0,0
543,0.13334891015893685,0,0
544,0.15631549917264206,0,0
545,0.13333333333333333,1,0
546,0.7978349163906412,0,0
547,0.8663364374876161,0,1
548,0.8202246251280616,0,0
549,0.13812260536398466,0,1
550,0.1810021036845294,0,0
551,0.1333339495873877,1,0
552,0.17517228772737078,0,1
553,0.5,1,0
554,0.8620546523694221,0,0
555,0.13384844838985896,0,0
556,0.13333478238236468,0,0
557,0.1355916892502258,1,0
558,0.13604238155439166,1,1
559,0.1373439311118119,0,0
560,0.13333333333333333,0,0
561,0.8541353383458649,0,0
562,0.13373023207737522,0,0
563,0.13355137279271226,1,0
564,0.17757068145177154,0,0
565,0.5,0,1
566,0.5,0,0
567,0.19044336307110016,1,1
568,0.8457648223121912,0,0
569,0.13333896610528106,0,0
570,0.13388632682876356,0,0
571,0.1413848631239936,0,1
572,0.13337408676726167,0,0
573,0.5,0,0
574,0.5,1,0
575,0.5,0,0
576,0.8609548325877726,0,0
577,0.13333333333333333,0,0
578,0.8597533322271996,0,0
579,0.34173441734417365,1,1
580,0.5,0,0
581,0.13333333333333333,0,0
582,0.13393458393458393,0,1
583,0.5,0,0
584,0.13512332367846716,0,0
585,0.1900429268988523,0,1
586,0.1333340110960431,0,0
587,0.13342218616511559,0,0
588,0.8220400723327301,1,1
589,0.1470229857009747,0,0
590,0.8654069035021419,1,1
591,0.13393458393458393,0,1
592,0.13794534763057764,0,0
593,0.8463144004340744,0,0
594,0.13387933567155677,0,0
595,0.14893070477315135,0,0
596,0.8247049808429117,0,1
597,0.5,0,0
598,0.5,0,0
599,0.15631549917264206,0,0
600,0.8172669228657703,1,1
601,0.5,1,1
602,0.5,0,1
603,0.13757401313862505,0,0
604,0.16370759288226072,0,0
605,0.8616882321899735,0,1
606,0.5,0,0
607,0.1345402530062967,1,0
608,0.8541353383458649,0,0
609,0.8397670179182789,1,1
610,0.13335850000913294,1,0
611,0.13794534763057764,0,0
612,0.13393458393458393,0,1
613,0.8620683627552783,0,0
614,0.13393458393458393,1,1
615,0.1682505162118422,0,0
616,0.1413848631239936,0,1
617,0.1962416153697887,1,1
618,0.17463230072267727,0,0
619,0.13393458393458393,0,1
620,0.1413848631239936,1,1
621,0.17246675090412317,0,0
622,0.13393458393458393,0,1
623,0.15878573128712722,0,0
624,0.13411891422667332,0,0
625,0.19567567201843106,1,0
626,0.8640660940784227,1,1
627,0.5,0,0
628,0.13348108365562925,0,0
629,0.8508922409543522,0,1
630,0.1545344409830391,0,1
631,0.4999999999999998,1,1
632,0.1466643510185955,0,0
633,0.13393458393458393,0,1
634,0.8395800324038548,1,1
635,0.8620546523694221,0,0
636,0.5,0,1
637,0.15185173873686664,0,0
638,0.18777777777777774,0,0
639,0.13604238155439166,0,0
640,0.1333527005886954,0,0
641,0.1362528513067204,0,0
642,0.8620546523694221,1,1
643,0.8180988108833783,0,0
644,0.5,0,0
645,0.5,0,0
646,0.15978835978835979,0,1
647,0.5,0,0
648,0.5,1,1
649,0.171612193925119,1,0
650,0.1496732026143791,0,1
651,0.1357179699905947,0,0
652,0.5,0,0
653,0.8177482228846599,0,0
654,0.1761904761904762,0,1
655,0.1355916892502258,1,0
656,0.13656638358387274,0,0
657,0.16092965213422084,0,1
658,0.1434591773316386,0,0
659,0.19528032258217512,0,0
660,0.1333354159661075,0,0
661,0.1333432304376585,0,0
662,0.13333333333333333,0,0
663,0.13763613316617915,0,0
664,0.8620546523694221,0,0
665,0.13421833276897802,0,0
666,0.1363787844798897,0,0
667,0.13333333333333333,0,0
668,0.13832030777686177,1,0
669,0.14624113232718705,0,0
670,0.8597533322271996,1,0
671,0.857079499936216,0,0
672,0.13333333333333333,0,0
673,0.13727343308592585,0,0
674,0.8280389631370245,0,0
675,0.5,0,0
676,0.13352852101379534,0,0
677,0.1334042957683397,1,0
678,0.8654069035021419,1,1
679,0.8620546523694221,0,0
680,0.5,0,0
681,0.1346062954229397,0,0
682,0.5,1,1
683,0.13884141941439407,0,0
684,0.1360423022060574,0,0
685,0.133333455303422,0,0
686,0.13393458393458393,1,1
687,0.13403747442109953,0,0
688,0.5,0,0
689,0.15709855969632616,0,0
690,0.8597533322271996,0,0
691,0.15642092308781272,0,0
692,0.8553115264797506,1,1
693,0.13393458393458393,1,1
694,0.8032815455007628,1,1
695,0.1653846153846154,0,1
696,0.1333389633459581,0,0
697,0.13393458393458393,0,1
698,0.13632282285557568,0,0
699,0.13333333333333333,0,0
700,0.8597533322271996,0,1
701,0.15198062808630167,0,0
702,0.8620546523694221,0,0
703,0.13573990345450704,0,0
704,0.14423407207317818,0,0
705,0.15978835978835979,0,1
706,0.8397670179182789,0,0
707,0.5,0,1
708,0.13333605444894053,0,0
709,0.5,1,0
710,0.1587827580152878,0,0
711,0.15258826747549173,0,0
712,0.5,0,1
713,0.8609096302316125,1,0
714,0.8405594988502781,1,1
715,0.8620546523694221,0,1
716,0.1504628350981594,1,1
717,0.8593147679324891,0,1
718,0.13393458393458393,1,1
719,0.5,0,0
720,0.8541353383458649,1,1
721,0.13334943573512684,0,0
722,0.8508922409543522,0,0
723,0.13333333333333333,0,0
724,0.5,0,0
725,0.1413848631239936,0,0
726,0.8474002188287906,0,0
727,0.1468834304000971,0,0
728,0.8269841269841268,0,0
729,0.1545344409830391,0,1
730,0.13333457439716093,0,0
731,0.13378616352201256,0,0
732,0.8177482228846599,0,0
733,0.13348893452524765,0,0
734,0.13333619420039614,0,0
735,0.8054236344942803,1,1
736,0.5,0,0
737,0.5,0,0
738,0.1333483815967136,0,0
739,0.15272563393782299,0,0
740,0.5,0,0
741,0.19586288416075667,0,0
742,0.8224293185482285,0,0
743,0.8620546523694221,0,0
744,0.13343082352124772,0,0
745,0.5,1,1
746,0.15051992365340364,0,0
747,0.8333658536585372,1,0
748,0.13333346653346653,1,0
749,0.18178837770416723,0,1
750,0.13644158808986698,0,0
751,0.5,1,0
752,0.8620546523694221,0,0
753,0.14348851519927083,0,0
754,0.1333369028373645,0,0
755,0.13389879679273256,0,0
756,0.133380379916514,1,0
757,0.5,1,0
758,0.5,1,0
759,0.14004505995503375,0,0
760,0.579343761068234,1,1
761,0.1336168595444044,0,0
762,0.8186044666404455,0,0
763,0.1410706533506337,1,1
764,0.1333352131851681,0,0
765,0.34173441734417365,1,1
766,0.13459309649785842,1,0
767,0.8314010266683363,0,0
768,0.15034400683431173,0,1
769,0.18970996589765374,1,1
770,0.13351697129960238,0,0
771,0.8397670179182789,0,0
772,0.8571003401360545,0,0
773,0.13812260536398466,0,1
774,0.13393458393458393,1,1
775,0.8654069035021419,1,1
776,0.5,0,1
777,0.15133870612589487,1,1
778,0.5,0,0
779,0.13349772684879718,0,0
780,0.13333333333333333,1,0
781,0.8242578796561603,0,0
782,0.5,0,1
783,0.13341027569304617,0,0
784,0.5,0,0
785,0.4999999999999997,1,1
786,0.34173441734417365,1,1
787,0.8122778696582145,1,0
788,0.5,1,0
789,0.14823936578464805,0,0
790,0.19695463677699027,0,0
791,0.8286792919936287,0,0
792,0.13393458393458393,1,1
793,0.13333333333333333,0,0
794,0.13393458393458393,0,1
795,0.13333677530599342,1,0
796,0.8457284991568292,1,0
797,0.8620546523694221,1,0
798,0.17803254707034186,0,1
799,0.13393458393458393,0,1
800,0.1355916892502258,1,0
801,0.5,0,0
802,0.8663364374876161,0,1
803,0.1545344409830391,1,1
804,0.16273947576105688,0,0
805,0.13333333333333333,0,0
806,0.13333477934154953,0,0
807,0.839311720910445,0,0
808,0.15776300803173468,0,1
809,0.16433307500215283,0,0
810,0.1355916892502258,0,1
811,0.5,0,0
812,0.1545344409830391,0,1
813,0.1581406402411989,1,1
814,0.5,0,1
815,0.13334620827660187,0,0
816,0.18225177711534052,0,0
817,0.13337856733794656,1,0
818,0.5,0,0
819,0.13338637028256004,0,0
820,0.1413848631239936,0,1
821,0.1342143105294496,0,0
822,0.13361581638175277,1,0
823,0.8612539701232145,1,0
824,0.1341247782373771,0,0
825,0.13393458393458393,0,1
826,0.5,0,1
827,0.5,1,0
828,0.1774424030329543,1,1
829,0.1333624030052962,1,0
830,0.5,0,0
831,0.5,1,0
832,0.13750234505301095,0,0
833,0.8474002188287906,0,0
834,0.5,0,0
835,0.15157080881504556,0,0
836,0.13393458393458393,1,1
837,0.13333333333333333,0,0
838,0.134031211807294,0,0
839,0.1653354399524185,0,0
840,0.13572527142990207,0,0
841,0.8276323463588962,0,0
842,0.5,0,0
843,0.13370346281363338,0,0
844,0.189541657986493,0,0
845,0.8397670179182789,0,0
846,0.1334208621016562,0,0
847,0.5,0,0
848,0.5,0,0
849,0.8620546523694221,1,1
850,0.8654069035021419,1,1
851,0.5,1,0
852,0.8314010266683363,0,1
853,0.1336635625123836,0,0
854,0.13336762706613453,1,0
855,0.13393458393458393,1,1
856,0.5,0,0
857,0.8541353383458649,0,0
858,0.5,1,0
859,0.8541353383458649,0,0
860,0.843684500827358,0,0
861,0.1355916892502258,0,0
862,0.13333333333333333,0,0
863,0.8597533322271996,0,0
864,0.14334641885122193,0,0
865,0.13333343252800153,0,0
866,0.13333333333333333,0,0
867,0.19470719399137146,0,0
868,0.5,0,1
869,0.8541353383458649,0,1
870,0.13393458393458393,0,1
871,0.1507184094149138,0,0
872,0.13758800747371647,0,0
873,0.1341823927300488,0,0
874,0.13373298849353268,0,0
875,0.13338306359326468,0,0
876,0.13357889764374659,0,0
877,0.13350818766325095,0,0
878,0.15866109492445632,0,0
879,0.5,0,0
880,0.8541353383458649,0,0
881,0.13494591009201706,0,0
882,0.13438542590749825,0,0
883,0.49999999999999983,1,1
884,0.8228278107785794,0,0
885,0.5,1,1
886,0.8466820968281777,0,0
887,0.15108179609370928,1,1
888,0.5,1,1
889,0.1653846153846154,1,1
890,0.19195252569112756,0,0
891,0.14540475825959154,0,0
892,0.13333333333333333,1,0
893,0.5,0,0
894,0.5,0,1
895,0.13812260536398466,1,1
896,0.13449843830168345,0,0
897,0.8663364374876161,0,0
898,0.15650111346748818,0,0
899,0.1334030238240684,0,0
900,0.13334134404684383,0,0
901,0.13346436407825796,1,0
902,0.17588396445971244,1,0
903,0.1355916892502258,0,0
904,0.8179488082478434,1,0
905,0.8474002188287906,0,0
906,0.13333333333333333,0,0
907,0.5,0,0
908,0.13340654234559357,0,0
909,0.13374949201695902,0,0
910,0.1334474582701062,1,0
911,0.13338306359326468,1,0
912,0.13393458393458393,0,1
913,0.843684500827358,0,0
914,0.5,0,1
915,0.8597533322271996,0,0
916,0.17301587301587307,0,0
917,0.1423165164786691,0,0
918,0.19688225953881397,1,1
919,0.5,0,0
920,0.13333333333333333,0,0
921,0.13333333333333333,0,0
922,0.8449168934118915,1,0
923,0.16165383064706582,0,0
924,0.8474002188287906,1,1
925,0.1335635424007517,0,0
926,0.1413848631239936,0,1
927,0.13845991778006164,0,0
928,0.5,0,0
929,0.8620546523694221,0,1
930,0.1336635625123836,0,0
931,0.17999273919488712,0,0
932,0.13333333333333333,0,0
933,0.16567493603520625,0,0
934,0.13368220726778024,0,0
935,0.13407407896115925,1,0
936,0.1366711796548347,0,0
937,0.1333345902184117,1,0
938,0.19695463677699027,0,0
939,0.8640823073018629,1,1
940,0.8563516230895541,1,1
941,0.16955051441312322,0,0
942,0.1337879986636796,1,0
943,0.13805757923971304,0,0
944,0.15254439202779302,0,0
945,0.5,1,1
946,0.13333333333333333,0,0
947,0.13763498470843688,0,0
948,0.5,0,0
949,0.13393458393458393,0,1
950,0.13393458393458393,0,1
951,0.13333333333333333,0,0
952,0.17301587301587307,1,1
953,0.8620546523694221,0,0
954,0.1355916892502258,0,0
955,0.865348392937981,0,0
956,0.5,1,0
957,0.8373750981932446,0,0
958,0.13345786088463207,0,0
959,0.13393458393458393,1,1
960,0.1355916892502258,0,0
961,0.13333333333333333,0,0
962,0.1355916892502258,1,0
963,0.13333333333333333,0,0
964,0.14791460331854256,0,0
965,0.13333333333333333,0,0
966,0.13837620149029276,0,0
967,0.15234926998811768,0,0
968,0.1545344409830391,0,1
969,0.13333333333333333,0,0
970,0.13393458393458393,0,1
971,0.5,0,0
972,0.5,0,0
973,0.8474002188287906,0,1
974,0.5,0,0
975,0.1496732026143791,0,1
976,0.5,0,0
977,0.8541353383458649,0,0
978,0.1348388273671083,0,0
979,0.13344295167469708,0,0
980,0.13409336562409835,0,0
981,0.8620546523694221,1,0
982,0.5,0,0
983,0.13393458393458393,1,1
984,0.19711422289869762,0,0
985,0.5,0,0
986,0.13342464939846113,0,0
987,0.8422923092648622,0,1
988,0.8196582802219327,0,0
989,0.13408583797155227,0,0
990,0.5,0,0
991,0.13393458393458393,0,0
